Boolean,Address
 True ,330 PEARL ST Boulder CO
 True ,3842 LAKEBRIAR DR Boulder CO
 True ,6204 OLD BROMPTON RD Boulder CO
 True ,750 SPRUCE ST Boulder CO
 True ,895 RAINLILLY LN Boulder CO
 True ,1395 OAK CT Boulder CO
 True ,184 PONDEROSA LN Boulder CO
 True ,1865 FOREST AVE Boulder CO
 True ,191 UNIVERSITY BLVD. #844 Boulder CO
 True ,2205 GRAPE AVE Boulder CO
 True ,4235 DARLEY AVE Boulder CO
 True ,4270 PEACH WAY Boulder CO
 True ,645 S 45TH ST Boulder CO
 True ,7025 INDIAN PEAKS TRL Boulder CO
 True ,720 TOEDTLI DR Boulder CO
 True ,742 MARINE ST Boulder CO
 True ,827 ITHACA DR Boulder CO
 True ,1248 DEER TRAIL RD Boulder CO
 True ,1492 GREENBRIAR BLVD Boulder CO
 True ,1505 JUDSON DR Boulder CO
 True ,2105 DARTMOUTH AVE Boulder CO
 True ,2235 GLENWOOD DR Boulder CO
 True ,287 BROKEN FENCE RD Boulder CO
 True ,300 FOX DR Boulder CO
 True ,4236 PIEDRA PL Boulder CO
 True ,4584 MAPLE CT Boulder CO
 True ,465 LIPAN WAY Boulder CO
 True ,489 ANTLER DR Boulder CO
 True ,4925 FRANKLIN DR Boulder CO
 True ,5326 PINEHURST DR Boulder CO
 True ,831 POPE DR Boulder CO
 True ,903 VALLEY VIEW RD Boulder CO
 True ,PO BOX 163 Boulder CO
 True ,1556 EL CAMPO DR Boulder CO
 True ,1838 MARIPOSA AVE Boulder CO
 True ,2014 18TH ST Boulder CO
 True ,235 WILLOW GLEN Boulder CO
 True ,2386 VASSAR DR Boulder CO
 True ,3229 PURDUE AVE Boulder CO
 True ,324 PINE NEEDLE ROAD Boulder CO
 True ,3788 N 26TH ST Boulder CO
 True ,650 COLLEGE AVE Boulder CO
 True ,904 HAWTHORN AVE Boulder CO
 True ,921 SPRUCE ST Boulder CO
 True ,1112 STEARNS AVE Boulder CO
 True ,1274 WASHBURN AVE Boulder CO
 True ,145 CHEROKEE WAY Boulder CO
 True ,1590 ORCHARD AVE Boulder CO
 True ,1749 SOUTHARD ST Boulder CO
 True ,240 GALLAGHER CT Boulder CO
 True ,3805 MARTIN DR Boulder CO
 True ,3966 FULLER CT Boulder CO
 True ,4222 GREENBRIAR BLVD Boulder CO
 True ,4407 S HAMPTON CT Boulder CO
 True ,4729 HARWICH ST Boulder CO
 True ,500 MOHAWK DR UNIT 501 Boulder CO
 True ,5815 RUSTIC KNOLLS DR Boulder CO
 True ,10459 PARK MEADOWS DR Boulder CO
 True ,1321 GRAHAM CR Boulder CO
 True ,1383 JAMES WAY Boulder CO
 True ,1414 MOUNTAIN PINES RD Boulder CO
 True ,1415 ELDER AV Boulder CO
 True ,1630 30TH ST #252 Boulder CO
 True ,227 LAMB LN Boulder CO
 True ,2572 CODY CT Boulder CO
 True ,3775 MOORHEAD AVE Boulder CO
 True ,4617 CONCORD DR Boulder CO
 True ,4720 LUDLOW ST Boulder CO
 True ,5543 GLENDALE GULCH CR Boulder CO
 True ,686 STARKEY CT Boulder CO
 True ,7223 MARSHALL DR Boulder CO
 True ,8080 KINCROSS DR Boulder CO
 True ,8417 N FOOTHILLS HWY Boulder CO
 True ,PO BOX 19162 Boulder CO
 True ,1177 WILDWOOD RD Boulder CO
 True ,2010 18TH ST Boulder CO
 True ,375 BELLEVUE DR Boulder CO
 True ,140 MANHATTAN DR Boulder CO
 True ,1539 HIDDENBROOK DR Boulder CO
 True ,1635 QUINCE AVE Boulder CO
 True ,1860 WALNUT ST # 3 Boulder CO
 True ,1927 OAK AVE Boulder CO
 True ,2820 ILIFF ST Boulder CO
 True ,2907 SHADOW CREEK DR UNIT 104 Boulder CO
 True ,33 SPRING BLOSSOM LN Boulder CO
 True ,447 KALMIA AVE Boulder CO
 True ,5074 COTTONWOOD DR Boulder CO
 True ,8803 LAKESIDE CT Boulder CO
 True ,112 MINEOLA CT Boulder CO
 True ,1210 CLAREMONT DR Boulder CO
 True ,1405 NORWOOD AVE Boulder CO
 True ,2845 LA GRANGE CIR Boulder CO
 True ,3215 ARNETT ST Boulder CO
 True ,4140 15TH ST Boulder CO
 True ,4695 RICARA DR Boulder CO
 True ,4837 BALDWIN PL Boulder CO
 True ,4860 IDYLWILD TRL Boulder CO
 True ,55 HURON CT Boulder CO
 True ,59 BENTHAVEN PL Boulder CO
 True ,635 IRIS AVE Boulder CO
 True ,8631 E KETTLE CIR Boulder CO
 True ,FKA MORELAND FAMILY LTD PARTNERSHIP Boulder CO
 True ,P O BOX 2007 Boulder CO
 True ,2999 TINCUP CIR Boulder CO
 True ,3906 PROMONTORY CT Boulder CO
 True ,4584 S HAMPTON Boulder CO
 True ,5008 ELLSWORTH PL Boulder CO
 True ,711 WEST 1ST Boulder CO
 True ,1317 7TH ST Boulder CO
 True ,1590 HAWTHORN AVE Boulder CO
 True ,2603 TUMWATER LN Boulder CO
 True ,310 NORTON ST Boulder CO
 True ,5237 DEER CREEK CT Boulder CO
 True ,5738 NORTH ORCHARD CREEK CIR Boulder CO
 True ,702 ITHACA DR Boulder CO
 True ,104 PLAINS VIEW RD Boulder CO
 True ,1195 CLAREMONT DR Boulder CO
 True ,1227 CEDAR AVE Boulder CO
 True ,1510 ZAMIA AVE 203 Boulder CO
 True ,414 GOLD RUN RD Boulder CO
 True ,4511 SANDPIPER CT Boulder CO
 True ,4640 MACARTHUR LN Boulder CO
 True ,48 MILO ST Boulder CO
 True ,532 COLONIAL DR Boulder CO
 True ,54 SEA ST Boulder CO
 True ,5779 S ORCHARD CREEK CIR Boulder CO
 True ,6685 DREW RANCH LANE Boulder CO
 True ,7157 CEDARWOOD CIR Boulder CO
 True ,934 E VERDE LN Boulder CO
 True ,1575 GILLASPIE DR Boulder CO
 True ,2810 JUILLIARD ST Boulder CO
 True ,2890 STANFORD AVE Boulder CO
 True ,323 PEAKVIEW RD Boulder CO
 True ,3844 CLOVERLEAF DR Boulder CO
 True ,444 MILLIONAIRE DR W Boulder CO
 True ,455 ARAPAHOE AVE Boulder CO
 True ,5943 SUGARLOAF RD Boulder CO
 True ,638 PLEASANT ST Boulder CO
 True ,7282 OLD POST RD Boulder CO
 True ,81 PINEVIEW LN Boulder CO
 True ,921 ROXWOOD LN Boulder CO
 True ,936 WESTON CIRCLE Boulder CO
 True ,120 CHEROKEE WAY Boulder CO
 True ,1375 W 13TH AVE Boulder CO
 True ,1634 WALKER ST Boulder CO
 True ,21660 SW 109TH TER Boulder CO
 True ,2633 33RD ST Boulder CO
 True ,3412 RIPPLE RD Boulder CO
 True ,370 HARVEST POINT DR Boulder CO
 True ,414 GOLD RUN RD Boulder CO
 True ,415 OAKWOOD PL Boulder CO
 True ,4160 HUNT CT Boulder CO
 True ,4488 HAMILTON CT Boulder CO
 True ,4506 ABERDEEN PL Boulder CO
 True ,4537 APPLE WAY Boulder CO
 True ,470 S 38TH ST Boulder CO
 True ,4980 MEREDITH WAY UNIT 102 Boulder CO
 True ,515 S 43RD ST Boulder CO
 True ,5520 STONEWALL PL UNIT 21 Boulder CO
 True ,6839 HARVEST RD Boulder CO
 True ,6888 ROARING FORK TRL Boulder CO
 True ,80 S 36TH ST Boulder CO
 True ,875 ORMAN DR Boulder CO
 True ,950 PARKWAY DR Boulder CO
 True ,986 MCINTIRE ST Boulder CO
 True ,CMR 411 BOX 1918 Boulder CO
 True ,1000 HAWTHORN AVE Boulder CO
 True ,1243 TYLER PL Boulder CO
 True ,1492 ALPINE AVE Boulder CO
 True ,1800 BALSAM AVE Boulder CO
 True ,2130 FLORAL DR Boulder CO
 True ,255 S 41ST ST Boulder CO
 True ,2953 EAGLE WAY Boulder CO
 True ,3325 13TH ST Boulder CO
 True ,4112 FRESNO Boulder CO
 True ,4253 GRAHAM CT Boulder CO
 True ,4432 SANDPIPER CIR Boulder CO
 True ,45 S 35TH ST Boulder CO
 True ,4720 HARRISON AVE Boulder CO
 True ,5998 INDIAN RD Boulder CO
 True ,6938 CARTER TR Boulder CO
 True ,900 BASELINE RD Boulder CO
 True ,950 LARAMIE BLVD UNIT A Boulder CO
 True ,11707 ELK HEAD RANGE RD Boulder CO
 True ,1190 EDINBORO DR Boulder CO
 True ,13943  225TH PL NE Boulder CO
 True ,1421 WASHBURN ST Boulder CO
 True ,1846 MACMULLEN DR Boulder CO
 True ,2180 MEADOW SWEET LN Boulder CO
 True ,240 IROQUOIS DR Boulder CO
 True ,260 PAWNEE DR Boulder CO
 True ,2735 PINE #3 Boulder CO
 True ,2875 JUILLARD ST Boulder CO
 True ,2902 PRINCE CIR Boulder CO
 True ,2907 SHADOW CREEK DR UNIT 104 Boulder CO
 True ,3320 15TH ST Boulder CO
 True ,3544 19TH ST Boulder CO
 True ,4656 GREENBRIAR CT Boulder CO
 True ,4861 KINGS RIDGE BLVD Boulder CO
 True ,5442 BACA CIR Boulder CO
 True ,5575 HIGH COUNTRY CT Boulder CO
 True ,640 MATHEWS WY Boulder CO
 True ,695 FOSSIL BED CIR Boulder CO
 True ,755 POPE CT Boulder CO
 True ,820 37TH ST Boulder CO
 True ,880 GAPTER RD Boulder CO
 True ,940 CRESCENT DR Boulder CO
 True ,1107 MOUNTAIN PINES RD Boulder CO
 True ,1604 WAGONWHEEL GAP RD Boulder CO
 True ,2 HIGH VIEW DR Boulder CO
 True ,340 ERIE DR Boulder CO
 True ,3636 ROUNDTREE CT Boulder CO
 True ,71 ABERDEEN PL Boulder CO
 True ,788 COLUMBIA PL Boulder CO
 True ,PO BOX 164 Boulder CO
 True ,4828 6TH ST Boulder CO
 False ,1035 MIAMI WAY Boulder CO
 False ,1239 LAKESHORE DR Boulder CO
 False ,1345 W PASEO DEL COMPADRE Boulder CO
 False ,1611 GROVE ST Boulder CO
 False ,1940 GRAPE AVE Boulder CO
 False ,2075 GLENWOOD DR Boulder CO
 False ,2260 ROCK VALLEY RD Boulder CO
 False ,2666 CRESTRIDGE CT Boulder CO
 False ,2850 DOVER DR Boulder CO
 False ,2877 LOMA PL Boulder CO
 False ,305 MARTIN DR Boulder CO
 False ,3060 18TH ST Boulder CO
 False ,3102 SHELL AVE Boulder CO
 False ,3695 EMERSON AVE Boulder CO
 False ,4157 LONETREE CT Boulder CO
 False ,4460 DARLEY AVE Boulder CO
 False ,4762 FRANKLIN DR Boulder CO
 False ,4800 OSAGE DR 11A Boulder CO
 False ,4800 OSAGE DR 13B Boulder CO
 False ,4800 OSAGE DR #18 Boulder CO
 False ,4800 OSAGE DR #31C Boulder CO
 False ,4800 OSAGE DR 34C Boulder CO
 False ,4800 OSAGE DR B16 Boulder CO
 False ,4800 OSAGE DR C29 Boulder CO
 False ,4800 OSAGE DR UNIT 10A Boulder CO
 False ,4800 OSAGE DR UNIT 1 Boulder CO
 False ,4800 OSAGE DR UNIT 12B Boulder CO
 False ,4800 OSAGE DR UNIT 14 Boulder CO
 False ,4800 OSAGE DR UNIT 17B Boulder CO
 False ,4800 OSAGE DR UNIT 19-B Boulder CO
 False ,4800 OSAGE DR UNIT 20B Boulder CO
 False ,4800 OSAGE DR  UNIT 21B Boulder CO
 False ,4800 OSAGE DR UNIT 24-C Boulder CO
 False ,4800 OSAGE DR UNIT 25-C Boulder CO
 False ,4800 OSAGE DR UNIT 26 Boulder CO
 False ,4800 OSAGE DR UNIT 27C Boulder CO
 False ,4800 OSAGE DR UNIT 30 Boulder CO
 False ,4800 OSAGE DR UNIT 32C Boulder CO
 False ,4800 OSAGE DR UNIT 35C Boulder CO
 False ,4800 OSAGE DR UNIT 3A Boulder CO
 False ,4800 OSAGE DR UNIT 8A Boulder CO
 False ,4800 OSAGE DR UNIT A2 Boulder CO
 False ,4800 OSAGE DR UNIT A5 Boulder CO
 False ,4800 OSAGE DR UNIT A9 Boulder CO
 False ,48010 OSAGE DR 6A Boulder CO
 False ,4 S GRANT ST Boulder CO
 False ,500 MOHAWK DR APT 606 Boulder CO
 False ,6669 EDGEMOOR WAY Boulder CO
 False ,6979 ROARING FORK TR Boulder CO
 False ,6979 SWEET WATER CT Boulder CO
 False ,701 S TAYLOR STE 500 Boulder CO
 False ,P O BOX 7494 Boulder CO
 True ,2338 LA MESA DR Boulder CO
 True ,558 MARINE ST Boulder CO
 True ,1920 ARAPAHOE AVE Boulder CO
 True ,610 CREE CIR Boulder CO
 True ,11218 QUIVAS LOOP Boulder CO
 True ,1295 HARTFORD DR Boulder CO
 True ,1858 WILLIAMS CT Boulder CO
 True ,2885 MAYA PL Boulder CO
 True ,3595 DARLEY AVE Boulder CO
 True ,3961 BOSQUE CT Boulder CO
 True ,3987 DEHESA CT Boulder CO
 True ,402 WAGONWHEEL GAP RD Boulder CO
 True ,491 WAGONWHEEL GAP RD Boulder CO
 True ,500 MOHAWK DR UNIT 204 Boulder CO
 True ,513 AZTEC DR Boulder CO
 True ,5815 ORCHARD CREEK LN Boulder CO
 True ,599 AZTEC DR Boulder CO
 True ,7041 YAMPA CT Boulder CO
 True ,732 GRAHAM CIR Boulder CO
 True ,828 POPE DR Boulder CO
 True ,830 38TH ST Boulder CO
 True ,985 MIAMI WAY Boulder CO
 True ,MARIA TERESA REARDON VALLADAREZ Boulder CO
 True ,167 CRISMAN Boulder CO
 True ,1850 FOLSOM ST #411 Boulder CO
 True ,1895 ALPINE AVE 25-I Boulder CO
 True ,1895 ALPINE AVE APT I26 Boulder CO
 True ,1895 ALPINE AVE UNIT G22 Boulder CO
 True ,2061 VIA TAORMINA Boulder CO
 True ,285 MAPLEWOOD DR Boulder CO
 True ,2925 S ST PAUL ST Boulder CO
 True ,3535 SPRING CREEK PL Boulder CO
 True ,3745 MARTIN DR Boulder CO
 True ,3795 MARTIN DR Boulder CO
 True ,3909 PASEO DEL PRADO ST Boulder CO
 True ,4190 VALLEY FORGE Boulder CO
 True ,42 PIMA CT Boulder CO
 True ,4505 MARTIN DR Boulder CO
 True ,4626 TALBOT DRIVE Boulder CO
 True ,4643 ASHFIELD DR Boulder CO
 True ,4742 DEVONSHIRE ST Boulder CO
 True ,5121 WILLIAMS FORK TRL Boulder CO
 True ,643 E SITH AVE Boulder CO
 True ,7165 CEDARWOOD CR Boulder CO
 True ,7241 S BOULDER RD Boulder CO
 True ,P O BOX 3593 Boulder CO
 True ,25303 E KETTLE PL Boulder CO
 True ,2820 ILIFF ST Boulder CO
 True ,525 CANYON BLVD Boulder CO
 True ,1158 CUCHARA DR Boulder CO
 True ,1233 MCGREGOR CIR Boulder CO
 True ,1386 OAKLEAF CIR Boulder CO
 True ,1548 MEACHUM WAY Boulder CO
 True ,1850 FOLSOM 803 Boulder CO
 True ,1850 FOLSOM ST 910 Boulder CO
 True ,1850 FOLSOM ST APT 604 Boulder CO
 True ,1850 FOLSOM ST UNIT 204 Boulder CO
 True ,1850 FOLSOM ST UNIT 404 Boulder CO
 True ,1850 FOLSOM ST UNIT 702 Boulder CO
 True ,1850 FOLSOM ST UNIT 809 Boulder CO
 True ,1850 FOLSOM UNIT 804 Boulder CO
 True ,1895 ALPINE 36I Boulder CO
 True ,1895 ALPINE AVE UNIT 15D Boulder CO
 True ,1895 ALPINE AVE UNIT 37J Boulder CO
 True ,1895 ALPINE AVE UNIT 38J Boulder CO
 True ,2175 NORWOOD AVE Boulder CO
 True ,2254 SAN ANTONIO AVE 2 Boulder CO
 True ,2329 PINE ST Boulder CO
 True ,25 BAY STATE RD Boulder CO
 True ,2602 BETTS CIR Boulder CO
 True ,3156 GRACEFIELD RD APT 117 Boulder CO
 True ,3232 BILLINGTON DR Boulder CO
 True ,3735 MOORHEAD AVE Boulder CO
 True ,4265 GRAHAM CT Boulder CO
 True ,4435 MARTIN DR Boulder CO
 True ,4475 SANDPIPER CR Boulder CO
 True ,4646 IPSWICH ST Boulder CO
 True ,620 JUNIPER AVE Boulder CO
 True ,620 NORTH ST Boulder CO
 True ,630 COLLEGE AV Boulder CO
 True ,715 GILLASPIE DR Boulder CO
 True ,7963 GRASMERE DR Boulder CO
 True ,964 7TH ST Boulder CO
 True ,BENEFIT OF LEA GORSUCH Boulder CO
 True ,FAMILY TRUST Boulder CO
 True ,OF BOULDER Boulder CO
 True ,PO BOX 5225 Boulder CO
 True ,1860 BLUEBELL AVE Boulder CO
 True ,1985 KOHLER DR Boulder CO
 True ,2875 7TH ST Boulder CO
 True ,3685 CAYMAN PL Boulder CO
 True ,4737 MCKINLEY DR Boulder CO
 True ,10751 N MERIDIAN RD Boulder CO
 True ,1314 MATHEWS WAY Boulder CO
 True ,150 S 31ST ST Boulder CO
 True ,190 YELLOWFIELD WY Boulder CO
 True ,1938 PEARL ST Boulder CO
 True ,210 MOHAWK DR Boulder CO
 True ,228 E STREET NE Boulder CO
 True ,3178 29TH ST Boulder CO
 True ,37 WILLOWLEAF DR Boulder CO
 True ,4896 COUNTRY CLUB WAY Boulder CO
 True ,4906 CLUBHOUSE CT Boulder CO
 True ,4914 CARTER CT Boulder CO
 True ,539 COUNTRY LN Boulder CO
 True ,600 MANHATTAN DR #7C Boulder CO
 True ,600 MANHATTAN DR 8C Boulder CO
 True ,600 MANHATTAN DR # 8D Boulder CO
 True ,645 S 46TH ST Boulder CO
 True ,6521 OLDE STAGE RD Boulder CO
 True ,7269 PETURSDALE CT Boulder CO
 True ,736 E 4TH AVE Boulder CO
 True ,P O BOX 17535 Boulder CO
 True ,1430 OAKLEAF CIRCLE Boulder CO
 True ,1655 OAK AV Boulder CO
 True ,33 W BOULDER Boulder CO
 True ,4500 BASELINE RD UNIT 4202 Boulder CO
 True ,532 UNIVERSITY AV Boulder CO
 True ,620 POPLAR AVE Boulder CO
 True ,36 S PARKGATE CIR Boulder CO
 True ,MACSALKA TRUST 50 PER EACH Boulder CO
 True ,1029 MOUNTAIN PINES RD Boulder CO
 True ,1320 YELLOW PINE AV Boulder CO
 True ,2949 SUGARLOAF RD Boulder CO
 True ,3990 CHIPPEWA DR Boulder CO
 True ,4867 VALHALLA DR Boulder CO
 True ,770 WALNUT UNIT D Boulder CO
 True ,PO BOX 101847 Boulder CO
 True ,REVOCABLE TRUST Boulder CO
 True ,1365 BROWN CIR Boulder CO
 True ,1575 BLUE SAGE CT Boulder CO
 True ,175 SEMINOLE DR Boulder CO
 True ,3080 PENNSYLVANIA AVE Boulder CO
 True ,436 GRAHAM CIR Boulder CO
 True ,4738 EDISON LN Boulder CO
 True ,5400 CYPRESS DR Boulder CO
 True ,7091 INDIAN PEAKS TRL Boulder CO
 True ,8796 STREAMCREST DR Boulder CO
 True ,1615 4TH ST Boulder CO
 False ,1155 CANYON BLVD UNIT 306 Boulder CO
 False ,729 WALNUT ST #C Boulder CO
 True ,810 YELLOW PINE AVE Boulder CO
 True ,1135 PENNSYLVANIA AVE UNIT 9 Boulder CO
 True ,1140 KELLY RD W Boulder CO
 True ,1205 ITHACA DR Boulder CO
 True ,124 MINEOLA CT Boulder CO
 True ,1366 WASHBURN ST Boulder CO
 True ,1381 WASHBURN ST Boulder CO
 True ,250 MOHAWK DR Boulder CO
 True ,2586 CRESTRIDGE CT Boulder CO
 True ,2790 DARTMOUTH AVE Boulder CO
 True ,2890 DARLEY AVE Boulder CO
 True ,3145 20TH ST Boulder CO
 True ,3620 ASPEN CT Boulder CO
 True ,4625 GORDON DR Boulder CO
 True ,7831 SCENIC DR Boulder CO
 True ,2505 CRAGMOOR RD Boulder CO
 True ,5684 AURORA PL Boulder CO
 True ,1010 EUCLID AVE Boulder CO
 True ,1236 NONAHAM LN Boulder CO
 True ,14 SHEDD RD Boulder CO
 True ,1561 48TH ST Boulder CO
 True ,220 SEMINOLE DR Boulder CO
 True ,3666 CHASE CT Boulder CO
 True ,4846 EDISON AVE Boulder CO
 True ,5003 COVENTRY CT Boulder CO
 True ,541 CLOVER LN Boulder CO
 True ,57 MINEOLA CT Boulder CO
 True ,582 MOUNTAIN MEADOWS RD Boulder CO
 True ,6981 GREEN WILLOW CT Boulder CO
 True ,834 DEWEY AVE Boulder CO
 True ,8484 STONERIDGE TER Boulder CO
 True ,LIMITED PARTNERSHIP Boulder CO
 True ,PO BOX 4769 Boulder CO
 True ,SAHOO SANGHAMITRA Boulder CO
 True ,1296 MCGREGOR CR Boulder CO
 True ,1330 RIVERSIDE AVE Boulder CO
 True ,1360 WALNUT 309 Boulder CO
 True ,1519 48TH ST Boulder CO
 True ,1560 LEHIGH ST Boulder CO
 True ,16 CANYON VIEW RD Boulder CO
 True ,1771 SOUTHARD ST Boulder CO
 True ,2160 MEADOW AVE Boulder CO
 True ,2335 23RD ST Boulder CO
 True ,2482 LEE HILL DR Boulder CO
 True ,2955 STANFORD AVE Boulder CO
 True ,3973 BOSQUE CT Boulder CO
 True ,4309 BUTLER CIR Boulder CO
 True ,4859 KINGS RIDGE BLVD Boulder CO
 True ,5565 GLENDALE GULCH CIR Boulder CO
 True ,6513 RED HILL RD Boulder CO
 True ,6850 FRYING PAN RD Boulder CO
 True ,790 ROCK LAKE RD Boulder CO
 True ,849 POPE DR Boulder CO
 True ,1177 S DAVENPORT CT Boulder CO
 True ,1210 GILLESPIE DR Boulder CO
 True ,1327 GRAHAM CIR Boulder CO
 True ,1341 MATHEWS WAY Boulder CO
 True ,1420 MOSS ROCK PL Boulder CO
 True ,1434 LOMBARDI ST Boulder CO
 True ,1468 CHERRYVALE RD Boulder CO
 True ,1568 BRIMBLE DR Boulder CO
 True ,1666 DEER TRAIL RD Boulder CO
 True ,20 SOUTH BOULDER CIR Boulder CO
 True ,2895 DOVER DR Boulder CO
 True ,3257 CUMMINGS DR Boulder CO
 True ,3888 BEASLEY DR Boulder CO
 True ,4781 TANTRA DR UNIT F9 Boulder CO
 True ,500 MANHATTAN DR A-3 Boulder CO
 True ,5048 COVENTRY CT Boulder CO
 True ,505 UNIVERSITY AVE Boulder CO
 True ,7952 SW 146 AVE Boulder CO
 True ,WENDY LYNN INGRAM Boulder CO
 True ,1031 IVES DAIRY RD UNIT 133 Boulder CO
 True ,1035 PEARL ST STE 205 Boulder CO
 True ,1485 CLAY ST #5 Boulder CO
 True ,1966 HARDSCRABBLE PL Boulder CO
 True ,2012 JOSLYN PL Boulder CO
 True ,2145 FLORAL DR Boulder CO
 True ,2704 25TH ST Boulder CO
 True ,2910 19TH ST Boulder CO
 True ,3073 EDISON CT Boulder CO
 True ,3145 24TH ST Boulder CO
 True ,3147 BELL DR Boulder CO
 True ,33 SOUTH BOULDER CIR UNIT 322 Boulder CO
 True ,4672 17TH ST Boulder CO
 True ,522 PINE ST Boulder CO
 True ,67 MINEOLA CT Boulder CO
 True ,750 S 43RD ST. Boulder CO
 True ,1021 GAPTER RD Boulder CO
 True ,10317 DONLEY DR Boulder CO
 True ,11225 W 187TH ST Boulder CO
 True ,15507 NW ENERGIA ST Boulder CO
 True ,1709 WATERGLEN LN Boulder CO
 True ,17 FOSTER RD Boulder CO
 True ,1821 QUINCE AVE Boulder CO
 True ,212 DURHAM CT Boulder CO
 True ,2707 VALMONT RD 214A Boulder CO
 True ,2707 VALMONT RD APT 206C Boulder CO
 True ,2707 VALMONT RD UNIT 312B Boulder CO
 True ,2707 VALMONT UNIT B308 Boulder CO
 True ,2919 SKIMMERHORN ST Boulder CO
 True ,3112 GATLIN ST Boulder CO
 True ,3120 BROADWAY Boulder CO
 True ,3221 GEER CANYON DR Boulder CO
 True ,3870 FOLSOM ST Boulder CO
 True ,4480 DRIFTWOOD PL Boulder CO
 True ,4887 WHITE ROCK CIR UNIT H Boulder CO
 True ,6161 BASELINE RD Boulder CO
 True ,6274 RED HILL RD Boulder CO
 True ,6325 ROCKWELL RD Boulder CO
 True ,64 CORNERSTONE DR. Boulder CO
 True ,7672 CONCORD DR Boulder CO
 True ,900 LEFTHAND CANYON DR Boulder CO
 True ,CAMERON Boulder CO
 True ,PO BOX 11077 Boulder CO
 True ,PO BOX 17186 Boulder CO
 True ,PO BOX 293 Boulder CO
 True ,PO BOX 4325 Boulder CO
 True ,PO BOX 457 Boulder CO
 True ,PO BOX 4948 Boulder CO
 True ,PO BOX 695 Boulder CO
 True ,1300 BEAR MOUNTAIN CT Boulder CO
 True ,1547 NORTH ST Boulder CO
 True ,2059 MAUNA PL Boulder CO
 True ,2590 YARROW CT Boulder CO
 True ,2669 JUNIPER AVE Boulder CO
 True ,2830 TABLE MESA DR Boulder CO
 True ,3395 25TH ST Boulder CO
 True ,3437 IRIS CT Boulder CO
 True ,3569 IVEY CIR Boulder CO
 True ,3850 N BROADWAY UNIT 20 Boulder CO
 True ,3878 BROADWAY UNIT 2 Boulder CO
 True ,4526 APPLE WAY Boulder CO
 True ,JOANNE LANDHOLM LEWIS 25 PCT Boulder CO
 True ,PO BOX 430 Boulder CO
 True ,1497 BROWN CIR Boulder CO
 True ,2355 JASPER CT Boulder CO
 True ,2690 EMERSON AVE Boulder CO
 True ,2755 DARTMOUTH AVE Boulder CO
 True ,300 FOX DR Boulder CO
 True ,4453 PALI WAY Boulder CO
 True ,4455 CHIPPEWA DR Boulder CO
 True ,4485 LUDLOW ST Boulder CO
 True ,4690 MACARTHUR LN Boulder CO
 True ,5331 BLUEBONNET DR Boulder CO
 True ,600 ARAPAHOE AVE 3 Boulder CO
 True ,600 ARAPAHOE AVE 4 Boulder CO
 True ,6654 DREW RANCH LN Boulder CO
 True ,755 HARTFORD DR Boulder CO
 True ,121 ANTLER DR Boulder CO
 True ,1222 OAKLEAF CIR Boulder CO
 True ,1245 TOEDTLI DR Boulder CO
 True ,1504 LODGE CT Boulder CO
 True ,1753 HAWTHORNE PL Boulder CO
 True ,2220 16TH ST Boulder CO
 True ,2360 BALSAM DR Boulder CO
 True ,2425 CANYON BLVD STE 110 Boulder CO
 True ,2519 BRIARWOOD DR Boulder CO
 True ,265 SPRUCE ST Boulder CO
 True ,2750 ILIFF ST Boulder CO
 True ,2811 PINE AVE Boulder CO
 True ,285 DEVON PL Boulder CO
 True ,3111 WASHINGTON ST Boulder CO
 True ,3120 22ND ST Boulder CO
 True ,3400 LONGWOOD AVE Boulder CO
 True ,3468 SUNSHINE CANYON DR Boulder CO
 True ,348 SOUTH 68TH ST Boulder CO
 True ,34 N. HIGH ST Boulder CO
 True ,3855 APACHE CT W Boulder CO
 True ,3895 SPRING VALLEY RD Boulder CO
 True ,3900 WATSON PL NW BLDG B APT 6H Boulder CO
 True ,400 SUMMIT BLVD UNIT 1410 Boulder CO
 True ,4209 26TH ST Boulder CO
 True ,4283 PEACH WAY Boulder CO
 True ,443 JUNIPER AVE Boulder CO
 True ,4475 51ST ST Boulder CO
 True ,450 ORD DR Boulder CO
 True ,4902 CLUBHOUSE CT Boulder CO
 True ,5089 FLAGSTAFF RD Boulder CO
 True ,5522 PIONEER RD Boulder CO
 True ,5688 COLLEGE PL Boulder CO
